#{"t_start": 1787506617.0336988, "env_id": "Ant-v5"}
r,l,t
-80.342581,65,286.473866
-8.386361,14,286.496907
-7.967047,13,286.518862
-12.92214,33,286.572906
-29.661332,30,286.622177
-13.714899,45,286.696507
-64.357395,52,286.781751
-12.091475,31,286.832764
3.310866,57,286.926459
10.712491,21,286.961155
-6.876033,78,287.089659
-15.597862,64,287.963933
36.277367,79,288.095672
-3.010437,21,288.131135
13.71527,18,288.161538
38.668765,50,288.244847
-6.299782,40,288.31193
-28.860388,25,288.353786
-40.5281,43,288.426274
-8.127612,20,288.460002
-4.066565,46,288.537559
17.223764,41,288.606235
-169.220313,225,288.985414
9.704439,31,289.037435
-8.421316,29,289.086129
-11.525754,50,289.171456
-226.10504,420,289.87745
-54.47036,96,290.03716
-25.736617,49,290.119121
-12.933291,40,290.185381
-17.382362,31,290.236432
5.081424,30,290.286168
-4.772664,14,290.309072
-6.860408,11,290.327596
-0.059616,44,290.400378
-38.704964,35,290.458186
2.146678,57,290.553044
-21.204399,42,290.622046
-637.074979,1000,294.405638
-4.71941,10,294.422295
-568.20452,1000,296.092942
14.536226,30,296.143538
-12.8854,12,296.163588
-1.431582,23,296.202402
5.582342,44,296.275542
6.967816,29,296.323734
-66.75067,91,296.476014
1.172249,75,296.601137
-16.180625,23,296.639648
-77.880401,86,296.783134
11.857633,16,296.81053
-117.014972,65,297.683206
-8.266115,24,297.722965
-13.641067,19,297.754639
-7.184447,36,297.815118
-49.780943,43,299.584719
-74.571903,88,299.730932
-4.012431,66,299.841578
-8.441852,16,299.867942
-42.060547,51,299.952343
-2.192002,19,299.983411
5.823511,26,300.026217
-9.563635,11,300.044929
-18.727836,53,300.13199
-11.153275,27,300.176666
-22.422231,37,300.237558
-24.302534,71,300.354509
-29.516715,60,300.454211
-11.891982,16,300.480538
-3.880764,10,300.49716
-17.928869,20,300.530115
-43.735127,85,300.670805
-40.754675,45,300.745169
15.465417,19,300.776646
-42.290213,50,300.86062
0.981015,41,300.928818
-8.867016,12,300.948641
-3.76433,12,300.968564
-10.340112,31,301.019496
1.740161,19,301.050913
-51.735383,104,301.223626
-5.001768,20,301.257244
-18.107873,19,301.288551
-26.842833,36,301.347909
-21.911746,101,301.514722
13.71006,74,301.637188
31.551349,37,301.698936
-2.887403,15,301.723805
12.077826,44,301.79638
11.418469,24,301.836326
-22.162493,55,301.927435
17.353117,24,301.967045
-12.19824,22,302.003173
8.705183,54,302.092774
12.415755,24,302.13216
14.519298,22,302.168085
-15.967739,27,302.212283
2.460152,49,302.293466
-0.271622,10,302.309993
-53.0744,48,302.388796
11.118185,18,302.41802
-46.494099,86,302.560197
-18.228803,17,302.588061
-46.79181,131,303.587019
-12.632605,21,303.621752
-6.97758,45,303.69677
-6.57102,44,303.769755
4.03779,15,303.794455
-70.093643,90,303.943432
-1.234046,11,303.96165
-22.434568,39,304.026125
7.673316,12,304.045766
-8.779639,41,304.114035
-4.120016,26,304.159108
7.309556,32,304.212355
15.020693,63,304.317222
-4.151577,28,304.363241
-6.115671,85,305.574606
-25.84332,24,305.614302
-55.63675,97,305.774218
20.288968,35,305.832632
-52.737674,69,305.947127
-24.39136,40,306.01363
-9.929671,15,306.038428
-7.510171,17,306.066679
46.684555,66,306.176385
-2.756555,14,306.199422
-53.799635,42,306.268351
-0.492719,32,306.321226
-11.465985,15,306.345812
-1.520043,71,306.462754
-2.274359,32,306.515334
-5.227408,34,306.571362
-4.855894,26,306.614072
-4.226718,12,306.633618
-12.108256,14,306.656543
16.055867,28,306.702263
-5.983832,60,306.801522
-53.052712,52,306.887191
-1.29503,35,306.946002
-24.325917,23,306.9842
-8.283304,88,307.131748
-42.462035,36,307.192165
-1.162008,20,307.225811
-15.157932,31,307.277408
-35.344144,59,307.376776
4.515384,16,307.403623
-25.214516,66,307.514028
1.428943,27,307.559994
-9.335888,27,307.604972
